timestamp,gps_altitude,altimeter_1_altitude,altimeter_2_altitude,ok1,ok2,rateAlt1,rateAlt2,prevalt1,prevalt2,estimatedHeight
44.0000000000,216.1123838751,67.3869400000,64.1194229000,0,1,221.4673986171,10.8245800000,65.1722660138,64.0111771000,64.6646387173
45.0000000000,216.0851373365,68.3214188000,63.9670486000,0,1,315.4229059136,15.2374300000,65.1671897409,64.1194229000,64.6481613161
46.0000000000,216.0579821272,66.7855072000,63.9567871000,0,1,162.3507743384,1.0261500000,65.1619994566,63.9670486000,64.6316135323
47.0000000000,216.0307499850,67.6119156000,64.0385742000,0,1,245.5220002627,8.1787100000,65.1566955974,63.9567871000,64.6150970955
48.0000000000,216.0154718710,67.3478317000,64.0476456000,0,1,219.6552087646,0.9071400000,65.1512796124,64.0385742000,64.5988625573
49.0000000000,215.9882676518,64.5508575000,63.8750153000,0,1,59.4897941804,17.2630300000,65.1457554418,64.0476456000,64.5825074747
50.0000000000,215.9611200299,69.0368271000,63.9518738000,0,1,389.6704137867,7.6858500000,65.1401229621,63.8750153000,64.5661344544
51.0000000000,215.9339225404,69.3457718000,63.8481445000,0,1,421.1388722945,10.3729300000,65.1343830771,63.9518738000,64.5496564302
52.0000000000,215.9067308400,65.4040527000,63.9729233000,1,1,27.5516889414,12.4778800000,65.1285358106,63.8481445000,64.5339375789
53.0000000000,215.8794994112,68.2915878000,63.9384155000,0,1,288.7535100000,3.4507800000,65.4040527000,63.9729233000,64.5181904092
54.0000000000,215.8522942048,69.3973694000,63.8466797000,0,1,400.2175322908,9.1735800000,65.3951940771,63.9384155000,64.5023413845
55.0000000000,215.8250414263,67.7559128000,63.8616791000,0,1,236.9647249834,1.4999400000,65.3862655502,63.8466797000,64.4864274775
56.0000000000,215.7978164703,69.0870514000,63.9163818000,0,1,370.9784230562,5.4702700000,65.3772671694,63.8616791000,64.4705243102
57.0000000000,215.7705427008,64.4127000000,63.9514465000,0,1,95.5499740846,3.5064700000,65.3681997408,63.9163818000,64.4546811820
58.0000000000,215.7139144307,63.6025162000,63.9460831000,0,1,175.6548355257,0.5363400000,65.3590645553,63.9514465000,64.4383466944
59.0000000000,215.6865666471,69.0086136000,63.8146744000,0,1,365.8756223352,13.1408700000,65.3498573766,63.9460831000,64.4219960063
60.0000000000,215.6592242103,66.5582352000,63.8575974000,0,1,121.7656437055,4.2923000000,65.3405787629,63.8146744000,64.4056896108
61.0000000000,215.6318286005,66.5750427000,63.9621429000,0,1,124.3812828577,10.4545500000,65.3312298714,63.8575974000,64.3895442933
62.0000000000,215.6044425098,64.3973465000,63.8275146000,0,1,92.4466515642,13.4628300000,65.3218130156,63.9621429000,64.3734306372
63.0000000000,215.5770332171,66.4973145000,63.8635864000,0,1,118.4985308142,3.6071800000,65.3123291919,63.8275146000,64.3573982027
64.0000000000,215.5495738862,65.4582672000,63.8855972000,1,1,15.5487318034,2.2010800000,65.3027798820,63.8635864000,64.3422648128
65.0000000000,215.5221207496,65.4749908000,63.7839432000,1,1,1.6723600000,10.1654000000,65.4582672000,63.8855972000,64.3279412194
66.0000000000,215.4945493322,68.1909256000,63.9330444000,0,1,271.5934800000,14.9101200000,65.4749908000,63.7839432000,64.3136872002
67.0000000000,215.4670475805,65.1095000000,63.8308411000,0,1,35.3877764002,10.2203300000,65.4633777640,63.9330444000,64.2994113290
68.0000000000,215.4546461841,65.0817108000,64.0389404000,0,1,37.0027299652,20.8099300000,65.4517380997,63.8308411000,64.2856243954
69.0000000000,215.4270641394,69.6142731000,63.8775787000,0,1,417.4196137391,16.1361700000,65.4400769626,64.0389404000,64.2718566557
70.0000000000,215.3993758792,69.6269760000,63.9187775000,0,1,419.8581240460,4.1198800000,65.4283947595,63.8775787000,64.2581597339
71.0000000000,215.3717111060,69.4373550000,63.8754349000,0,1,402.0662590717,4.3342600000,65.4166924093,63.9187775000,64.2444995442
72.0000000000,215.3439219370,69.7855682000,64.0453568000,0,1,438.0597719368,16.9921900000,65.4049704806,63.8754349000,64.2310547706
73.0000000000,215.3161680084,63.5679779000,64.0209885000,0,1,182.5253423532,2.4368300000,65.3932313235,64.0453568000,64.2178002955
74.0000000000,215.2883491907,67.7965164000,63.8761292000,0,1,241.5039386748,14.4859300000,65.3814770133,64.0209885000,64.2045901506
75.0000000000,215.2605323177,68.0480270000,63.9001770000,0,1,267.8318855374,2.4047800000,65.3697081446,63.8761292000,64.1914585719
76.0000000000,215.2326874146,67.6483154000,64.0810242000,0,1,229.0389751102,18.0847200000,65.3579256489,63.9001770000,64.1785935846
77.0000000000,215.1787930438,67.2784348000,63.9863663000,0,1,193.2302471745,9.4657900000,65.3461323283,64.0810242000,64.1654000611
78.0000000000,215.1509344066,70.0042419000,64.0594940000,0,1,466.9916894416,7.3127700000,65.3343250056,63.9863663000,64.1524816706
79.0000000000,215.1340728281,67.8990402000,64.1618423000,0,1,257.6533627767,10.2348300000,65.3225065722,64.0594940000,64.1401436396
80.0000000000,215.1062022671,68.3190918000,64.1273499000,0,1,300.8408857093,3.4492400000,65.3106829429,64.1618423000,64.1281145984
81.0000000000,215.0783253638,66.3498383000,64.1401138000,0,1,105.0981040538,1.2763900000,65.2988572595,64.1273499000,64.1163978990
82.0000000000,215.0504625253,69.8682709000,64.0959854000,0,1,458.1238234142,4.4128400000,65.2870326659,64.1401138000,64.1049398455
83.0000000000,215.0226151953,70.5324326000,64.1373520000,0,1,525.7220862346,4.1366600000,65.2752117377,64.0959854000,64.0937757106
84.0000000000,214.9947533598,66.4033508000,64.0441208000,0,1,113.9953422616,9.3231200000,65.2633973774,64.1373520000,64.0828028712
85.0000000000,214.9668843606,69.8805542000,64.0851059000,0,1,462.8962767678,4.0985100000,65.2515914323,64.0441208000,64.0720599497
86.0000000000,214.9391306052,65.0884000000,64.0811081000,1,1,15.1396117496,0.3997800000,65.2397961175,64.0851059000,64.0620436626
87.0000000000,214.9112931471,68.5963821000,63.9837723000,0,1,350.7982100000,9.7335800000,65.0884000000,64.0811081000,64.0521113162
88.0000000000,214.8836246673,68.9392090000,64.0686111000,0,1,386.1171886838,8.4838800000,65.0780371132,63.9837723000,64.0423551004
89.0000000000,214.8686024016,68.5260239000,64.0597458000,0,1,345.8343606965,0.8865300000,65.0676802930,64.0686111000,64.0330040312
90.0000000000,214.8410419980,68.3835373000,64.0447235000,0,1,332.6203769583,1.5022300000,65.0573335304,64.0597458000,64.0237862575
91.0000000000,214.8134360863,68.8989487000,63.9366837000,0,1,385.1950642313,10.8039800000,65.0469980577,64.0447235000,64.0145928953
92.0000000000,214.7859734958,69.1905212000,63.9108200000,0,1,415.3847193937,2.5863700000,65.0366740061,63.9366837000,64.0054083130
93.0000000000,214.7585028391,66.5219955000,63.9806000000,0,1,149.5634150867,6.9780000000,65.0263613491,63.9108200000,63.9963107161
94.0000000000,214.7311709458,66.6242599000,63.9933472000,0,1,160.8199057198,1.2747200000,65.0160608428,63.9806000000,63.9873185839
95.0000000000,214.7038516924,68.3466187000,63.8357544000,0,1,334.0845279787,15.7592800000,65.0057734202,63.9933472000,63.9782762788
96.0000000000,214.6766031208,65.4702148000,64.2433548000,0,0,47.4716351202,40.7600400000,64.9954984488,63.8357544000,63.9688698483
97.0000000000,214.6143197855,69.1125717000,64.0657883000,0,1,412.7339537206,22.8702745517,64.9852321628,63.8370855545,63.9590259967
98.0000000000,214.5871579219,69.6089249000,64.0070724000,0,1,463.3954798867,5.8715900000,64.9749701011,64.0657883000,63.9493933418
99.0000000000,214.5600977987,67.1843567000,64.0959549000,0,1,221.9642366460,8.8882500000,64.9647143335,64.0070724000,63.9400577593
100.0000000000,214.5474868454,65.9562073000,63.9663000000,0,1,100.1739532202,12.9654900000,64.9544677678,64.0959549000,63.9311529662
101.0000000000,214.5205557458,69.1338806000,64.2227554000,0,1,418.9645980219,25.6455400000,64.9442346198,63.9663000000,63.9226425153
102.0000000000,214.4936204143,71.7860260000,64.1412000000,0,1,685.2007301264,8.1555400000,64.9340186987,64.2227554000,63.9137900670
103.0000000000,214.4668187499,70.2409363000,64.1797104000,0,1,531.7119887581,3.8510400000,64.9238164124,64.1412000000,63.9046076940
104.0000000000,214.4400368100,66.1376801000,64.2260208000,0,1,122.4055774765,4.6310400000,64.9136243252,64.1797104000,63.8951052550
105.0000000000,214.4132976308,71.5451813000,64.2541809000,0,1,664.1742165468,2.8160100000,64.9034391345,64.2260208000,63.8852921385
106.0000000000,214.3865463501,65.8645859000,64.2992630000,0,1,97.1328235428,4.5082100000,64.8932576646,64.2541809000,63.8751771214
107.0000000000,214.3599445280,69.9052048000,64.1980438000,0,1,502.2127940860,10.1219200000,64.8830768591,64.2992630000,63.8647661723
108.0000000000,214.3333338881,66.1246872000,64.3608932000,0,1,125.1793447729,16.2849400000,64.8728937523,64.1980438000,63.8540725443
109.0000000000,214.3067450710,70.2842941000,64.4671173000,0,1,542.1588559808,10.6224100000,64.8627055402,64.3608932000,63.8431075575
110.0000000000,214.2907255944,69.3866196000,64.5502625000,0,1,453.4110039635,8.3145200000,64.8525095604,64.4671173000,63.8320918992
111.0000000000,214.2642297735,66.4004000000,64.4676437000,0,1,155.8094616247,8.2618800000,64.8423053838,64.5502625000,63.8208147102
112.0000000000,214.2377267946,70.4681931000,64.3920441000,0,1,563.6102622983,7.5599600000,64.8320904770,64.4676437000,63.8092790180
113.0000000000,214.2111194320,68.7000122000,64.4175873000,0,1,387.8149837572,2.5543200000,64.8218623624,64.3920441000,63.7974898990
114.0000000000,214.1846092651,68.7035522000,64.4903000000,0,1,389.1933562206,7.2712700000,64.8116186378,64.4175873000,63.7854582386
115.0000000000,214.1579615697,67.5488052000,64.4753876000,0,1,274.7448166199,1.4912400000,64.8013570338,64.4903000000,63.7731865025
116.0000000000,214.1314261351,72.6681366000,64.5975342000,0,1,787.7061271512,12.2146600000,64.7910753285,64.4753876000,63.7606875804
117.0000000000,214.0741792079,68.1016617000,64.6114426000,0,1,332.0890248992,1.3908400000,64.7807714510,64.5975342000,63.7473545162
118.0000000000,214.0475061294,69.6222076000,64.5651245000,0,1,485.1770318340,4.6318100000,64.7704372817,64.6114426000,63.7338145622
119.0000000000,214.0208078390,67.9301453000,64.4891586000,0,1,317.0074245534,7.5965900000,64.7600710545,64.5651245000,63.7200692615
120.0000000000,214.0004981682,65.0576706000,64.5420000000,0,1,30.7999563464,5.2841400000,64.7496710365,64.4891586000,63.7062533038
121.0000000000,213.9736663532,68.6209793000,64.5449753000,0,1,388.1742440790,0.2975300000,64.7392368592,64.5420000000,63.6922387304
122.0000000000,213.9468508083,69.5072556000,64.4690000000,0,1,477.8488722078,7.5975300000,64.7287668779,64.5449753000,63.6780277492
123.0000000000,213.9199126000,71.6324310000,64.5805893000,0,1,691.4171513365,11.1589300000,64.7182594866,64.4690000000,63.6636272570
124.0000000000,213.8929852406,68.3927841000,64.5840073000,0,1,368.5070935662,0.3418000000,64.7077131643,64.5805893000,63.6490423447
125.0000000000,213.8659408512,67.0260086000,64.6355286000,0,1,232.8882143859,5.1521300000,64.6971264561,64.5840073000,63.6342773705
126.0000000000,213.8388498360,71.0271759000,64.5497208000,0,1,634.0677934715,8.5807800000,64.6864979653,64.6355286000,63.6193325162
127.0000000000,213.8116669105,71.0291901000,64.6606750000,0,1,635.3363789207,11.0954200000,64.6758263108,64.5497208000,63.6042149334
128.0000000000,213.7844602419,68.2554626000,64.7833405000,0,1,359.0352402981,12.2665500000,64.6651101970,64.6606750000,63.5889334526
129.0000000000,213.7571744965,69.2892303000,64.7158051000,0,1,463.4881870425,6.7535400000,64.6543484296,64.7833405000,63.5734880046
130.0000000000,213.7298349664,69.2932663000,64.7493439000,0,1,464.9726474675,3.3538800000,64.6435398253,64.7158051000,63.5578830758
131.0000000000,213.7164443787,69.7419205000,64.5628815000,0,1,510.9237242171,18.6462400000,64.6326832578,64.7493439000,63.5423937550
132.0000000000,213.6889929110,69.7457275000,64.7251587000,0,1,512.3947137199,16.2277200000,64.6217803628,64.5628815000,63.5267439590
133.0000000000,213.6615594476,68.9643097000,64.5686798000,0,1,435.3479701236,15.6478900000,64.6108299988,64.7251587000,63.5109319381
134.0000000000,213.6339871315,70.4364395000,65.0086060000,0,0,583.6608481843,43.9926200000,64.5998310182,64.5686798000,63.4948847113
135.0000000000,213.6064671623,70.0622406000,64.8227310000,0,1,547.3459044912,26.4789150887,64.5887815551,64.5579418491,63.4786936968
136.0000000000,213.5788399028,69.1427536000,64.9251480000,0,1,456.5072923495,10.2417000000,64.5776806765,64.8227310000,63.4623646550
137.0000000000,213.5212362278,69.5329285000,64.7792206000,0,1,496.6400983710,14.5927400000,64.5665275163,64.9251480000,63.4452971040
138.0000000000,213.4935144521,72.0271606000,64.7622910000,0,1,747.1845387833,1.6929600000,64.5553152122,64.7792206000,63.4281037094
139.0000000000,213.4658549810,72.0303040000,64.7750397000,0,1,748.6260902861,1.2748700000,64.5440430971,64.7622910000,63.4107896762
140.0000000000,213.4380331738,69.2936000000,64.7477264000,0,1,476.0889437070,2.7313300000,64.5327105629,64.7750397000,63.3933540133
141.0000000000,213.4199166633,70.1204834000,64.9887924000,0,1,559.9166402566,24.1066000000,64.5213169974,64.7477264000,63.3760034496
142.0000000000,213.3921236135,68.1872559000,64.7924881000,0,1,367.7392038044,19.6304300000,64.5098638620,64.9887924000,63.3585358144
143.0000000000,213.3642496523,72.6969299000,64.8945618000,0,1,819.8579318519,10.2073700000,64.4983505815,64.7924881000,63.3409568453
144.0000000000,213.3362253625,71.9148560000,64.9163513000,0,1,742.8079355881,2.1789500000,64.4867766441,64.8945618000,63.3232675612
145.0000000000,213.3082173979,70.4288101000,64.9389725000,0,1,595.3668546710,2.2621200000,64.4751415533,64.9163513000,63.3054723231
146.0000000000,213.2800655281,67.4427414000,64.9806747000,0,1,297.9296539013,4.1702200000,64.4634448610,64.9389725000,63.2875729651
147.0000000000,213.2519179918,71.1686249000,65.0628510000,0,1,671.6938757971,8.2176300000,64.4516861420,64.9806747000,63.2695758634
148.0000000000,213.2236686256,70.0090256000,65.0051346000,0,1,556.9160560758,5.7716400000,64.4398650392,65.0628510000,63.2514795430
149.0000000000,213.1953770816,70.1307831000,65.0869827000,0,1,570.2801915721,8.1848100000,64.4279811843,65.0051346000,63.2332893387
150.0000000000,213.1670141052,69.0800781000,65.0588303000,0,1,466.4043834177,2.8152400000,64.4160342658,65.0869827000,63.2150054879
151.0000000000,213.1386773949,71.0183563000,0.0000000000,0,0,661.4332321956,6505.8830300000,64.4040239780,65.0588303000,63.1965205799
152.0000000000,213.1158851990,68.4185181000,65.1119843000,0,1,402.6569155937,7.1777097201,64.3919489441,65.0402072028,63.1780632869
153.0000000000,213.0874058176,70.1678000000,65.1334152000,0,1,578.7989912509,2.1430900000,64.3798100875,65.1119843000,63.1595210816
154.0000000000,213.0587886106,70.9340897000,65.2243423000,0,1,656.6482502568,9.0927100000,64.3676071974,65.1334152000,63.1408974565
155.0000000000,213.0302852727,65.1658173000,65.1956177000,0,1,81.0477199977,2.8724600000,64.3553401000,65.2243423000,63.1221960684
156.0000000000,213.0016035084,72.6844101000,65.3260269000,0,1,834.1401440293,13.0409200000,64.3430086597,65.1956177000,63.1034210281
157.0000000000,212.9499982698,67.2334366000,65.2572861000,0,1,290.2823816609,6.8740800000,64.3306127834,65.3260269000,63.0841144016
158.0000000000,212.9211477228,69.3400192000,65.1691437000,0,1,502.1871400427,8.8142400000,64.3181477996,65.2572861000,63.0647392930
159.0000000000,212.8923246628,70.3236160000,65.3086000000,0,1,601.8002285493,13.9456300000,64.3056137145,65.1691437000,63.0453041078
160.0000000000,212.8632790139,68.1897583000,65.2998734000,0,1,389.6747681560,0.8726600000,64.2930106184,65.3086000000,63.0258061510
161.0000000000,212.8341915822,70.3151779000,65.2802048000,0,1,603.4839326235,1.9668600000,64.2803385738,65.2998734000,63.0062459601
162.0000000000,212.8123713620,68.3002167000,65.2215881000,0,1,403.2619052372,5.8616700000,64.2675976476,65.2802048000,62.9867683930
163.0000000000,212.7830809457,68.3003616000,65.2515182000,0,1,404.5572244918,2.9930100000,64.2547893551,65.2215881000,62.9672245067
164.0000000000,212.7536910381,69.2444153000,65.3613281000,0,1,500.2501593402,10.9809900000,64.2419137066,65.2515182000,62.9476189456
165.0000000000,212.7242768919,70.6845169000,65.4209900000,0,1,645.5546141012,5.9661900000,64.2289707590,65.3613281000,62.9279557512
166.0000000000,212.6945733447,68.1026840000,65.4212418000,0,1,388.6723391090,0.0251800000,64.2159606089,65.4209900000,62.9082312091
167.0000000000,212.6651442694,69.6124115000,65.2128677000,0,1,540.9528185088,20.8374100000,64.2028833149,65.4212418000,62.8884445991
168.0000000000,212.6350504244,65.9377441000,65.3716736000,0,1,174.8005172246,15.8805900000,64.1897389278,65.2128677000,62.8685911591
169.0000000000,212.6050998112,69.4834518000,65.5308075000,0,1,530.6924349932,15.9133900000,64.1765274501,65.3716736000,62.8486823751
170.0000000000,212.5751098106,69.7712784000,65.4313202000,0,1,560.8029400682,9.9487300000,64.1632489993,65.5308075000,62.8287154930
171.0000000000,212.5447975863,69.8214722000,65.5311432000,0,1,567.1568535745,9.9823000000,64.1499036643,65.4313202000,62.8086901488
172.0000000000,212.5183706954,70.2385178000,65.5112152000,0,1,610.2026270900,1.9928000000,64.1364915291,65.5311432000,62.7886851814
173.0000000000,212.4877968663,65.9887695000,65.4425507000,0,1,186.5756034377,6.8664500000,64.1230134656,65.5112152000,62.7686154241
174.0000000000,212.4573719762,71.8978424000,65.5814590000,0,1,778.8372914793,13.8908300000,64.1094694852,65.4425507000,62.7484916315
175.0000000000,212.4265171066,69.0685349000,65.5924759000,0,1,497.2675193329,1.1016900000,64.0958597067,65.5814590000,62.7283076537
176.0000000000,212.3958481932,71.2236328000,65.5527039000,0,1,714.1448613859,3.9772000000,64.0821841861,65.5924759000,62.7080677403
177.0000000000,212.3343775952,68.4242325000,65.6234741000,0,1,435.5789478318,7.0770200000,64.0684430217,65.5527039000,62.6871619586
178.0000000000,212.3032767223,68.0271149000,65.6236267000,0,1,397.2484688949,0.0152600000,64.0546302111,65.6234741000,62.6662119529
179.0000000000,212.2720031515,69.3791428000,65.7043152000,0,1,533.8396771530,8.0688500000,64.0407460285,65.6236267000,62.6452193131
180.0000000000,212.2407375826,69.0814514000,65.7542343000,0,1,505.4660638683,4.9919100000,64.0267907613,65.7043152000,62.6241879715
181.0000000000,212.2092524767,68.3279724000,65.6760635000,0,1,431.5207666582,7.8170800000,64.0127647334,65.7542343000,62.6031121104
182.0000000000,212.1778276209,71.4472580000,65.6766000000,0,1,744.8589792812,0.0536500000,63.9986682072,65.6760635000,62.5819947747
183.0000000000,212.1461066827,69.9488602000,65.7672958000,0,1,596.4358727137,9.0695800000,63.9845014729,65.6766000000,62.5608354377
184.0000000000,212.1145941215,66.6521759000,65.6986465000,0,1,268.1911087488,6.8649300000,63.9702648125,65.7672958000,62.5396372816
185.0000000000,212.0827138731,66.6533585000,65.7991409000,0,1,269.7399962798,10.0494400000,63.9559585372,65.6986465000,62.5183986873
186.0000000000,212.0511345556,67.9261000000,65.8103867000,0,1,398.4517061297,1.1245800000,63.9415829387,65.7991409000,62.4971278489
187.0000000000,212.0190109434,71.2943420000,65.8112717000,0,1,736.7203612196,0.0885000000,63.9271383878,65.8103867000,62.4758154965
188.0000000000,211.9869583864,67.5314865000,65.8130112000,0,1,361.8861341109,0.1739500000,63.9126251589,65.8112717000,62.4544648822
189.0000000000,211.9549457924,70.2043304000,65.7640686000,0,1,630.6286843875,4.8942600000,63.8980435561,65.8130112000,62.4330765402
190.0000000000,211.9228550903,71.4582062000,65.8257446000,0,1,757.4812314035,6.1676000000,63.8833938860,65.7640686000,62.4116530624
191.0000000000,211.8904145518,66.6311188000,65.8761444000,0,1,276.2442322270,5.0399800000,63.8686764777,65.8257446000,62.3901911108
192.0000000000,211.8580986876,66.3058853000,65.8191071000,0,1,245.1993675940,5.7037300000,63.8538916241,65.8761444000,62.3686925956
193.0000000000,211.8332496537,69.7537766000,65.8793716000,0,1,591.4736966225,6.0264500000,63.8390396338,65.8191071000,62.3473106282
194.0000000000,211.8007314410,71.0382385000,65.7430038000,0,1,721.4116156281,13.6367800000,63.8241223437,65.8793716000,62.3258849730
195.0000000000,211.7680251980,68.2772369000,65.9028000000,0,1,446.8096929988,15.9796200000,63.8091399700,65.7430038000,62.3044200852
196.0000000000,211.7352834530,70.8534546000,65.9354706000,0,1,705.9361828836,3.2670600000,63.7940927712,65.9028000000,62.2829182832
197.0000000000,211.6645533517,67.3474197000,65.8869000000,0,1,356.8438673716,4.8570600000,63.7789810263,65.9354706000,62.2606210471
198.0000000000,211.6316100201,67.7676239000,65.9096146000,0,1,400.3826473507,2.2714600000,63.7637974265,65.8869000000,62.2383018692
199.0000000000,211.5986938654,67.7688751000,65.9803772000,0,1,402.0332629080,7.0762600000,63.7485424709,65.9096146000,62.2159654970
200.0000000000,211.5656636003,69.4410095000,65.8738098000,0,1,570.7792798819,10.6567400000,63.7332167012,65.9803772000,62.1936066613
201.0000000000,211.5327202808,69.5319061000,66.0838699000,0,1,581.4085499218,21.0060100000,63.7178206008,65.8738098000,62.1712368874
202.0000000000,211.4995562807,71.6711349000,66.1262436000,0,1,796.8780136352,4.2373700000,63.7023547636,66.0838699000,62.1488546006
203.0000000000,211.4665217437,69.8641739000,65.9985504000,0,1,617.7354137983,12.7693200000,63.6868197620,66.1262436000,62.1264584473
204.0000000000,211.4373757392,67.9885635000,66.0507126000,0,1,431.7347351130,5.2162200000,63.6712161489,65.9985504000,62.1041293294
205.0000000000,211.4043053295,66.9170151000,66.1816101000,0,1,326.1469819325,13.0897500000,63.6555452807,66.0507126000,62.0817935728
